,NOMBRE,DIRECCION,BARRIO,COCINA,SITUACION,TERRAZA,SUPERFICIE_OCUPADA,RATING,NUM_OPINIONES,PRECIO,LONGITUD,LATITUD
182,Café San Telmo,"C. BUENOS AIRES, 60",l'Antiga Esquerra de l'Eixample,INTERNACIONAL,Abierto,Si,9.0,0.0,0,21,2.14856,41.39339
183,Café Turó,"C. TENOR VIÑAS, 1",Sant Gervasi - Galvany,INTERNACIONAL,None,Si,18.0,8.8,155,23,2.14199,41.3949
184,Cal Marius 449,"C. MALLORCA, 449",la Sagrada Família,ESPAÑOL,Abierto,Si,5.4,9.1,24,15,2.17839,41.40586
185,Cal Robert,"C. REQUESENS, 7",el Raval,MERCADO,None,Si,4.5,9.3,366,18,2.16385,41.37962
186,"Cal Trapella, Cuina de Mercat","C. FRANCISCO GINER, 22",la Vila de Gràcia,MEDITERRANEO,Cerrado,No,None,9.2,606,22,2.15927,41.3991
187,Calabrasa,"PG. BORN, 27","Sant Pere, Santa Caterina i la Ribera",CATALAN,Abierto,Si,9.0,9.0,1122,30,2.18306,41.3854
188,CalalaPasta,"C. ESPRONCEDA, 128",el Poblenou,Sin información,Abierto,Si,15.3,0.0,0,14,2.20296,41.40671
189,Caldeni,"C. VALENCIA, 452",la Sagrada Família,MEDITERRANEO,None,No,None,0.0,0,38,2.17703,41.40287
190,Caleuche,"C. SANT PAU, 116",el Raval,Sin información,Abierto,Si,18.0,0.0,0,20,2.16855,41.37638
191,Caliu,"C. ASSAONADORS, 31","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,No,None,0.0,0,24,2.18136,41.38633
192,Caliu de Gràcia,"C. BAILEN, 218",el Camp d'en Grassot i Gràcia Nova,MEDITERRANEO,Abierto,Si,9.0,9.0,81,30,2.16355,41.40243
193,Calle Santafe,"C. SANTA FE DE NOU MEXIC, 18",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,Si,10.8,0.0,0,28,2.13737,41.39426
194,Can Boneta,"C. BALMES, 139",l'Antiga Esquerra de l'Eixample,CATALAN,None,No,None,9.7,175,28,2.15669,41.39371
195,Can Borbó,"PG. JOAN BORBO COMTE BARCELONA, 50",la Barceloneta,MEDITERRANEO,None,Si,37.5,5.0,102,40,2.18864,41.37745
196,Can Cargol,"C. VALENCIA, 324",la Dreta de l'Eixample,MEDITERRANEO,Cerrado,No,None,8.7,441,20,2.16746,41.39551
197,Can Costa,"PG. JOAN BORBO COMTE BARCELONA, 70",la Barceloneta,MEDITERRANEO,None,Si,15.0,0.0,0,35,2.18929,41.37588
198,Can Culleres,"C. BILBAO, 79",el Poblenou,MEDITERRANEO,None,Si,12.78,8.9,20,25,2.2022,41.40368
199,Can Culleretes,"C. QUINTANA, 5",el Barri Gòtic,CATALAN,Abierto,No,None,8.9,1858,27,2.17442,41.38124
200,Can Fisher,"AV. LITORAL, 64",el Poblenou,MEDITERRANEO,None,No,None,9.1,652,40,2.20564,41.39434
201,Can Fusté,"G.V.. CARLES III, 50",les Corts,MEDITERRANEO,Abierto,No,None,9.1,193,50,2.12829,41.38322
202,Can Martí,"PTGE. FONT DEL MONT, 4","Vallvidrera, el Tibidabo i les Planes",CATALAN,None,No,None,0.0,0,18,2.11238,41.41389
203,Can Meli,"C. ARNAU OMS, 45",Porta,MEDITERRANEO,None,Si,9.0,0.0,0,20,2.17721,41.43086
204,Can Miserias,"C. COMTE BORRELL, 106",Sant Antoni,MEDITERRANEO,Abierto,No,None,8.0,457,25,2.15819,41.38089
205,Can Pineda,"C. SANT JOAN DE MALTA, 55",el Clot,CATALAN,None,Si,11.25,9.5,425,50,2.19287,41.40861
206,Can Punyetes - Bonanova,"C. CIUTAT DE BALAGUER, 50",Sant Gervasi - la Bonanova,CATALAN,Abierto,No,None,0.0,0,17,2.13477,41.40401
207,Can Punyetes - Gràcia,"C. FRANCISCO GINER, 8",la Vila de Gràcia,CATALAN,Abierto,No,None,0.0,0,20,2.15969,41.39872
208,Can Ramonet,"C. LA MAQUINISTA, 17",la Barceloneta,MARISQUERIA,Abierto,Si,27.0,8.7,925,29,2.18894,41.38086
209,Can Saia,"C. BRUC, 157",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,1.2,9.3,339,35,2.16307,41.39904
210,Can Solé,"C. SANT CARLES, 4",la Barceloneta,MEDITERRANEO,Abierto,No,None,9.4,574,60,2.18839,41.37892
211,Can Tresó,"C. ASTURIES, 18",la Vila de Gràcia,MEDITERRANEO,Abierto,No,None,0.0,0,20,2.1537,41.40293
212,Can Vador Diputació,"C. DIPUTACIO, 367",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,6.0,8.7,378,30,2.17491,41.39643
213,Can Vador L'Illa Diagonal,"C. DEU I MATA, 69",les Corts,MEDITERRANEO,Abierto,Si,18.0,9.1,461,30,2.13612,41.38896
214,Can Vallés,"C. ARAGO, 95",la Nova Esquerra de l'Eixample,ESPAÑOL,Abierto,No,None,0.0,0,16,2.15121,41.38204
215,Candelecho charcoal grill,"C. BAILEN, 127",la Dreta de l'Eixample,INTERNACIONAL,Abierto,Si,4.5,0.0,0,30,2.16885,41.3981
216,Capet,"C. COMETA, 5",el Barri Gòtic,MEDITERRANEO,None,No,None,0.0,0,42,2.1789,41.38202
217,Capitan K10,"C. PADILLA, 323",la Sagrada Família,AMERICANO,None,Si,9.0,0.0,0,20,2.17272,41.40893
218,Carrot Café,"C. TANGER, 22",el Parc i la Llacuna del Poblenou,CREATIVO,Abierto,Si,2.4,8.8,557,13,2.18848,41.39915
219,Casa Cabo,"C. RAMON TURRO, 19",la Vila Olímpica del Poblenou,MEDITERRANEO,Cerrado,Si,11.25,8.8,15,25,2.19175,41.39168
220,Casa Chelis,"C. MUNTANER, 102",l'Antiga Esquerra de l'Eixample,ESPAÑOL,None,Si,16.2,0.0,0,25,2.15691,41.38868
221,Casa Dario,"C. CONSELL DE CENT, 256",l'Antiga Esquerra de l'Eixample,GALLEGO,Abierto,No,None,9.1,490,49,2.16119,41.38758
222,Casa Delfín,"PG. BORN, 36","Sant Pere, Santa Caterina i la Ribera",CATALAN,None,Si,18.0,8.6,682,25,2.18338,41.38527
223,Casa Fernández,"C. SANTALO, 46",Sant Gervasi - Galvany,ESPAÑOL,Abierto,Si,9.6,9.3,286,30,2.14538,41.39612
224,Casa Jaime,"C. CONSELL DE CENT, 222",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,None,Si,15.0,8.7,204,19,2.15903,41.38595
225,Casa Jordi,"PTGE. MARIMON, 18",Sant Gervasi - Galvany,CATALAN,None,No,None,9.5,665,30,2.14775,41.39454
226,Casa Julia,"C. ENRIC GRANADOS, 14",l'Antiga Esquerra de l'Eixample,ESPAÑOL,None,Si,15.75,0.0,0,"[15, 20, 25, 35, 18, 15, 14, 15, 24, 20, 30, 20, 22, 10, 25, 18, 25, 22, 140, 31]",2.16026,41.38957
227,Casa Julio,"C. GARROFERS, 65",Porta,MEDITERRANEO,None,No,None,0.0,0,25,2.17663,41.43813
228,Casa Leopoldo,"C. SANT RAFAEL, 24",el Raval,MEDITERRANEO,Abierto,No,None,0.0,0,35,2.16951,41.37929
229,Casa Marzá - Platillos i Tapes,"VIA. AUGUSTA, 98",el Putxet i el Farró,MEDITERRANEO,Abierto,Si,13.5,0.0,0,18,2.1498,41.40117
230,Casa Muyo,"C. CONSELL DE CENT, 424",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,8.55,0.0,0,25,2.17463,41.39766
231,Casa Pamplinas,"C. LONDRES, 84",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,20,2.15016,41.3929
232,Casa Sánchez,"MOLL GREGAL, 12",la Vila Olímpica del Poblenou,MEDITERRANEO,None,No,None,0.0,0,30,2.20102,41.38796
233,Casa Tejada,"C. TENOR VIÑAS, 3",Sant Gervasi - Galvany,MEDITERRANEO,None,Si,11.86,8.6,150,30,2.1421,41.39505
234,Casa Xica,"C. FRANÇA XICA, 20",el Poble-sec,ASIATICO,None,No,None,9.4,161,36,2.15943,41.3723
235,Casa de Tapes Cañota,"C. LLEIDA, 7",el Poble Sec,GALLEGO,Abierto,Si,4.8,0.0,0,19,2.15459,41.37427
236,Casa do Açaí Brunch & Coffee,"AV. ROMA, 43",la Nova Esquerra de l'Eixample,INTERNACIONAL,Sin información,Si,12.0,9.0,402,15,2.14656,41.38219
237,Casamaki,"C. EUROPA, 15",les Corts,JAPONES,Abierto,Si,4.5,8.9,114,13,2.1296,41.38717
238,Castell de Xativa,"C. VALENCIA, 360",la Dreta de l'Eixample,ARROCERIA,Abierto,No,None,9.2,424,28,2.17032,41.39785
239,Cata 1.81,"C. VALENCIA, 181",l'Antiga Esquerra de l'Eixample,CATALAN,Abierto,Si,9.0,0.0,0,15,2.15808,41.38891
240,Cata Born by Catacroquet,"C. PESCATERIA, 6","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,None,No,None,8.5,33,24,2.18389,41.3841
241,Catacroquet,"C. ALMOGAVERS, 211",el Parc i la Llacuna del Poblenou,MEDITERRANEO,None,No,None,0.0,0,15,2.19624,41.40187
242,Catalunya,"C. AVINYO, 42",el Barri Gòtic,ESPAÑOL,None,No,None,8.0,188,20,2.17836,41.38051
243,Cecconi's,"PG. COLOM, 20",el Barri Gòtic,Sin información,None,Si,9.0,0.0,0,35,2.17959,41.37848
244,Cellarer Wine Bar,"C. MALLORCA, 211",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,None,Si,5.58,9.3,73,28,2.15811,41.39062
245,CentOnze - Hotel Le Méridien,"C. RAMBLA, 111",el Raval,MEDITERRANEO,None,No,None,0.0,0,28,2.17092,41.3839
246,Central Barcelona,"C. ARIBAU, 86",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,6.0,9.3,38,15,2.15794,41.38962
247,Cera 23,"C. CERA, 23",el Raval,MEDITERRANEO,None,No,None,9.6,1557,30,2.16624,41.37894
248,Ceviche103,"C. LONDRES, 103",l'Antiga Esquerra de l'Eixample,INSIDER,Abierto,Si,4.5,9.1,3302,35,2.15078,41.39364
249,Chaka Khan,"C. HOSPITAL, 104",el Raval,INTERNACIONAL,None,Si,22.5,0.0,0,18,2.16776,41.37972
250,Chakrumi,"C. BEJAR, 66",Hostafrancs,MEDITERRANEO,Cerrado,No,None,9.6,9,23,2.14442,41.37818
251,Chashu Ramen,"C. DIPUTACIO, 294",la Dreta de l'Eixample,JAPONES,Cerrado,No,None,7.3,71,15,2.17059,41.39294
252,Chennai Masala Dosa,"C. GALILEU, 326",les Corts,INDIO,None,No,None,0.0,0,15,2.13126,41.38618
253,Chevere restobar peruvian food,"C. TEMPLERS, 6",el Barri Gòtic,PERUANO,None,No,None,7.3,43,22,2.17792,41.38153
254,Chez Cocó,"AV. DIAGONAL, 465",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,No,None,8.8,1097,27,2.14725,41.3932
255,Chicha bcn Restaurante,"C. SEPULVEDA, 151",Sant Antoni,FUSION,Cerrado,Si,4.5,9.2,800,20,2.16119,41.38237
256,ChichaLimoná,"PG. SANT JOAN, 80",la Dreta de l'Eixample,MEDITERRANEO,None,Si,13.5,0.0,0,22,2.17264,41.39745
257,Chickster,"PG. SANT JOAN, 66",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,13.5,0.0,0,20,2.17361,41.39672
258,Chico Bar,"C. MANDRI, 29",Sant Gervasi - la Bonanova,MEDITERRANEO,Abierto,Si,5.4,9.4,5,20,2.13383,41.40309
259,Chihuahua,"PG. MARAGALL, 107",el Guinardó,MEXICANO,None,Si,4.5,8.8,2607,21,2.1804,41.41887
260,Chiringuito BeGay,"PG. MARITIM DE LA MAR BELLA, 100",Diagonal Mar i el Front Marítim del Poblenou,MEDITERRANEO,None,No,None,0.0,0,15,2.21441,41.39961
261,Chiringuito las Sardinitas,"AV. LITORAL, 36",la Vila Olímpica del Poblenou,MEDITERRANEO,None,Si,81.0,0.0,0,25,2.20011,41.3898
262,Chongqing Liuyishou Hotpot,"C. CONSELL DE CENT, 303",l'Antiga Esquerra de l'Eixample,CHINO,Abierto,No,None,9.6,130,25,2.16252,41.38885
263,Chontaduro,"C. ARIBAU, 254",Sant Gervasi - Galvany,LATINO,Abierto,Si,3.3,0.0,0,20,2.14892,41.39648
264,Churruca 5,"C. ALMIRALL CHURRUCA, 5",la Barceloneta,MEDITERRANEO,None,Si,9.0,9.8,77,15,2.18989,41.37894
265,Chéri,"C. ENRIC GRANADOS, 122",l'Antiga Esquerra de l'Eixample,CATALAN,None,No,None,8.8,5370,35,2.15371,41.39452
266,Cibulet,"C. FRANCISCO GINER, 54",la Vila de Gràcia,FUSION,None,No,None,9.7,1039,"[15, 15, 60, 25, 30, 25, 20, 20, 25, 35, 15, 18, 15, 14, 15, 30, 20, 30, 25, 30, 36]",2.15834,41.39993
267,Cinc Sentits,"C. ENTENÇA, 60",la Nova Esquerra de l'Eixample,CATALAN,None,No,None,0.0,0,80,2.15237,41.37847
268,Cinco Jotas - Barcelona,"RBLA. CATALUNYA, 91",la Dreta de l'Eixample,ESPAÑOL,Abierto,Si,59.22,8.6,417,25,2.16065,41.39295
269,Citrus,"PG. GRACIA, 44",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,59.22,9.2,706,25,2.16599,41.39174
270,City Ho Chi Minh,"C. CALABRIA, 234",la Nova Esquerra de l'Eixample,VIETNAMITA,None,Si,5.7,0.0,0,18,2.14683,41.38606
271,Ciudadela Parc - Hotel Ciudadela Parc,"PG. PUJADES, 5","Sant Pere, Santa Caterina i la Ribera",ARROCERIA,Abierto,Si,6.75,0.0,0,23,2.18381,41.38951
272,Clóset,"C. HOSPITAL, 157",el Raval,Sin información,None,Si,9.0,0.0,0,15,2.16645,41.37944
273,Cocina Hermanos Torres,"C. TAQUIGRAF SERRA, 20",les Corts,CREATIVO,Sin información,No,None,0.0,0,200,2.14001,41.38649
274,CocoVail Beer Hall,"C. ARAGO, 284",la Dreta de l'Eixample,INTERNACIONAL,Abierto,Si,11.4,9.3,332,20,2.16591,41.39274
275,Cocoa,"C. LEPANT, 241",la Sagrada Família,MEDITERRANEO,Sin información,Si,5.4,9.1,78,15,2.17803,41.40326
276,Colella,"C. PAU CLARIS, 190",la Dreta de l'Eixample,MEDITERRANEO,None,Si,6.75,8.7,862,20,2.16218,41.39659
277,Colors,"C. BILBAO, 30",el Poblenou,MEDITERRANEO,Abierto,Si,13.5,0.0,0,25,2.20489,41.40238
278,Come In,"C. VALENCIA, 334",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,20,2.16843,41.39642
279,Contempo by Eboca Restaurant,"C. BERGARA, 9",la Dreta de l'Eixample,CATALAN,None,Si,12.0,0.0,0,25,2.1682,41.38628
280,Copeta,"C. ARAGO, 459",la Sagrada Família,MEDITERRANEO,Abierto,Si,18.0,0.0,0,25,2.17901,41.40305
281,Corte & Brasa,"C. COMANDANT BENITEZ, 20",la Maternitat i Sant Ramon,ARGENTINO,Abierto,Si,1.2,9.1,189,22,2.12644,41.38021
282,Coure,"PTGE. MARIMON, 20",Sant Gervasi - Galvany,MEDITERRANEO,None,No,None,9.3,278,65,2.14789,41.39443
283,Creperie Bretonne,"C. BALMES, 274",Sant Gervasi - Galvany,FRANCES,None,No,None,9.3,14,20,2.14814,41.40095
284,Creperie Bretonne Anaick,"C. RAMON TRIAS FARGAS, 2",la Barceloneta,FRANCES,Abierto,Si,40.0,0.0,0,14,2.19656,41.38602
285,Creperie Les 3 Pommes,"C. ARAGO, 150",l'Antiga Esquerra de l'Eixample,CREPERIA,None,No,None,9.6,381,12,2.15645,41.38571
286,Creps Barcelona,"RBLA. POBLENOU, 27",el Poblenou,FRANCES,Abierto,Si,13.5,0.0,0,14,2.20358,41.39916
287,Cresta Colorada,"C. CORSEGA, 244",l'Antiga Esquerra de l'Eixample,MEXICANO,Abierto,Si,6.75,9.3,256,17,2.15503,41.39309
288,Crosmas Casanova,"C. CASANOVA, 158",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,18.9,9.0,329,20,2.15342,41.38988
289,Cuba de Janeiro,"AV. MISTRAL, 33",Sant Antoni,MEDITERRANEO,None,Si,13.5,0.0,0,20,2.15715,41.37668
290,Cubix,"C. MARIA CUBI, 203",Sant Gervasi - Galvany,ITALIANO,Abierto,No,None,8.2,396,20,2.14396,41.39484
291,Cuina Mametora,"C. VIOLANT HONGRIA REINA ARAGO, 42",Sants - Badal,JAPONES,None,No,None,9.5,39,17,2.12869,41.37812
292,D Divine,"C. BALMES, 24",la Dreta de l'Eixample,INTERNACIONAL,Abierto,Si,5.7,0.0,0,21,2.16487,41.38779
293,D' Street Poke & Bowls,"C. SABINO ARANA, 36",la Maternitat i Sant Ramon,FUSION,Abierto,No,None,9.0,234,10,2.12488,41.3861
294,D'Aprop,"C. TRAFALGAR, 26","Sant Pere, Santa Caterina i la Ribera",CATALAN,Abierto,Si,3.6,0.0,0,35,2.17589,41.38885
295,D'Argento Barcelona,"PG. SANT JOAN, 72",la Dreta de l'Eixample,Sin información,Abierto,Si,20.28,0.0,0,19,2.17305,41.39713
296,D. Fenix Sushi,"C. NAPOLS, 141",el Fort Pienc,AUTOR,None,Si,6.75,0.0,0,12,2.17815,41.39618
297,D.O Vins i Platillos,"C. VERDI, 36",la Vila de Gràcia,MEDITERRANEO,None,No,None,0.0,0,15,2.15674,41.40407
298,Da Antonio,"C. VALLMAJOR, 33",Sant Gervasi - Galvany,ITALIANO,Abierto,No,None,8.7,17,25,2.13865,41.40097
299,Da Bruno,"C. CORTS, 16",les Corts,ITALIANO,None,Si,9.0,8.2,3,11,2.12888,41.38515
300,Dal presidente gastro bar,"C. CALABRIA, 93",Sant Antoni,ITALIANO,Cerrado,Si,4.5,0.0,0,20,2.15566,41.37906
301,Danoskar,"C. EQUADOR, 47",les Corts,MEDITERRANEO,None,Si,6.75,8.9,8,12,2.13962,41.38617
302,Daps,"AV. DIAGONAL, 469",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,None,Si,19.44,0.0,0,24,2.14681,41.39307
303,De Cupé,"AV. MERIDIANA, 211",Navas,PERUANO,None,No,None,9.6,1830,25,2.18661,41.41604
304,De Gustibus Italiae,"C. RICARDO CALVO, 13",Sant Gervasi - la Bonanova,ITALIANO,Abierto,No,None,0.0,0,26,2.13301,41.4028
305,De Tapa Madre,"C. MALLORCA, 301",la Dreta de l'Eixample,MEDITERRANEO,None,Si,18.0,0.0,0,20,2.16652,41.39697
306,De Tapadillo,"C. FONOLLAR, 8","Sant Pere, Santa Caterina i la Ribera",FUSION,Cerrado,Si,9.0,9.1,1665,29,2.17973,41.38682
307,De Zero,"AV. SARRIA, 23",la Nova Esquerra de l'Eixample,ESPAÑOL,None,Si,2.4,0.0,0,10,2.14541,41.39009
308,Delaparra,"PG. TAULAT, 183",el Poblenou,ESPAÑOL,Cerrado,Si,6.75,8.8,11,25,2.20833,41.40173
309,Delhi Darbar,"PTGE. JOSEP LLOVERA, 11",Sant Gervasi - Galvany,INDIO,None,No,None,9.3,2731,20,2.14795,41.39616
310,Delirium,"C. CASTILLEJOS, 265",la Sagrada Família,ESPAÑOL,Abierto,Si,4.5,0.0,0,10,2.17831,41.40636
311,Denassus,"C. BLAI, 53",el Poble Sec,MEDITERRANEO,Abierto,Si,9.0,9.0,36,30,2.16271,41.3743
312,Descobertas Do Lusitano,"C. LLULL, 169",el Poblenou,PORTUGUES,Abierto,Si,4.5,0.0,0,22,2.2012,41.40041
313,Desgraciats,"C. PROVIDENCIA, 114",el Camp d'en Grassot i Gràcia Nova,CATALAN,Abierto,No,None,0.0,0,19,2.16076,41.40877
314,Di Como,"C. MUNTANER, 231",Sant Gervasi - Galvany,ITALIANO,Abierto,No,None,9.6,401,29,2.1488,41.39453
315,Di...Vini Sapori,"C. BUENOS AIRES, 28",l'Antiga Esquerra de l'Eixample,Sin información,None,Si,4.5,0.0,0,20,2.1465,41.39187
316,Diegos Bar Restaurant,"AV. MERIDIANA, 127",el Camp de l'Arpa del Clot,ESPAÑOL,None,Si,6.75,9.4,277,20,2.18657,41.40913
317,Dionissos,"AV. BOGATELL, 64",la Vila Olímpica del Poblenou,MEDITERRANEO,Cerrado,No,None,0.0,0,35,2.19242,41.39309
318,Diversus BCN,"C. LORETO, 22",les Corts,MEDITERRANEO,Cerrado,Si,3.6,0.0,0,20,2.14215,41.38967
319,Divina Stefy,"G.V.. CORTS CATALANES, 351",Hostafrancs,Sin información,None,Si,10.8,8.8,12,17,2.14699,41.37375
320,Dolceta 2,"C. COMTE URGELL, 266",l'Antiga Esquerra de l'Eixample,CATALAN,None,No,None,0.0,0,20,2.14697,41.39112
321,Dolci Parole,"C. CONSELL DE CENT, 329",la Dreta de l'Eixample,ITALIANO,None,Si,6.0,0.0,0,22,2.16382,41.38983
322,Domo Restaurant,"C. PROVENÇALS, 19",Diagonal Mar i el Front Marítim del Poblenou,MEDITERRANEO,None,Si,9.0,0.0,0,20,2.20991,41.40636
323,Domu,"C. MUNTANER, 69",l'Antiga Esquerra de l'Eixample,Sin información,Cerrado,Si,8.55,0.0,0,24,2.15892,41.38689
324,Don Curado Tasting,"RBLA. POBLENOU, 125",el Poblenou,MEDITERRANEO,Abierto,Si,27.0,8.6,70,15,2.19675,41.4043
325,Don Giovanni - Hotel NH Constanza,"C. DEU I MATA, 69",les Corts,INSIDER,Abierto,Si,18.0,0.0,0,30,2.13612,41.38896
326,Donde Siempre,"AV. DIAGONAL, 229",el Fort Pienc,VENEZOLANO,Abierto,Si,7.95,7.5,27,14,2.18308,41.40218
327,Doroteo BCN,"C. MARIA AGUILO, 31",el Poblenou,MEXICANO,Abierto,Si,6.75,0.0,0,25,2.20058,41.40301
328,Dos Torres,"VIA. AUGUSTA, 300",les Tres Torres,MEDITERRANEO,None,No,None,0.0,0,38,2.1287,41.39795
329,Doña Rosa,"C. FERLANDINA, 27",el Raval,MEDITERRANEO,None,Si,18.0,0.0,0,20,2.16643,41.38259
330,Dr. Zhang,"C. SEPULVEDA, 137",Sant Antoni,AUTOR,Abierto,Si,2.25,9.2,215,18,2.16031,41.3817
331,Dual Café,"C. COMTE BORRELL, 65",Sant Antoni,MEDITERRANEO,None,Si,4.5,9.3,84,16,2.1616,41.37798
332,Dumplings,"C. CREU COBERTA, 48",Hostafrancs,ASIATICO,None,Si,3.6,0.0,0,20,2.14608,41.3753
333,Dune Taperia,"C. SICILIA, 111",el Fort Pienc,MEDITERRANEO,Abierto,Si,4.5,8.2,34,20,2.18049,41.39616
334,Duri Fusión,"C. PRINCESA, 33","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Cerrado,No,None,8.0,784,25,2.18105,41.3859
335,EatMyTrip Brunch & Bakery,"C. CONSELL DE CENT, 378",la Dreta de l'Eixample,INTERNACIONAL,None,Si,6.0,0.0,0,12,2.17135,41.39519
336,EdeNova,"C. ROSSELLO, 209",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,4.5,8.8,82,20,2.15654,41.39283
337,Edelweiss,"C. GRANADA DEL PENEDES, 19",Sant Gervasi - Galvany,JAPONES,None,No,None,0.0,0,200,2.15246,41.39674
338,Ekaterina Restaurant,"C. COMTE BORRELL, 129",Sant Antoni,RUSO,None,No,None,9.6,484,12,2.15796,41.38079
339,Ekubo,"C. COMTE URGELL, 108",l'Antiga Esquerra de l'Eixample,AUTOR,None,No,None,9.4,425,40,2.15657,41.38388
340,El 90 Restaurante Bar,"C. CONSELL DE CENT, 90",la Nova Esquerra de l'Eixample,MEDITERRANEO,None,Si,7.22,9.0,328,20,2.15113,41.37998
341,El Alebrije,"C. MALLORCA, 188",l'Antiga Esquerra de l'Eixample,MEXICANO,Abierto,No,None,0.0,0,23,2.15702,41.38954
342,"El Arrayán (Mandarin Oriental, Barcelona)","PG. GRACIA, 38",la Dreta de l'Eixample,MEXICANO,Abierto,No,None,0.0,0,40,2.16666,41.3912
343,El Asador del Bierzo,"C. MALLORCA, 18",Hostafrancs,MEDITERRANEO,Abierto,No,None,9.1,15,25,2.143,41.37897
344,El Bandarra Tapería,"C. TORRIJOS, 53",la Vila de Gràcia,MEDITERRANEO,Abierto,Si,8.4,0.0,0,22,2.15758,41.4045
345,El Bar,"C. RIBES, 46",el Fort Pienc,MEDITERRANEO,None,Si,9.0,0.0,0,20,2.18362,41.39886
346,El Bierzo a Tope,"C. DIPUTACIO, 159",l'Antiga Esquerra de l'Eixample,CASTELLANO,Abierto,Si,7.22,9.5,294,21,2.15864,41.38423
347,El Bonic,"C. VALENCIA, 246",la Dreta de l'Eixample,MEDITERRANEO,Cerrado,Si,8.1,8.9,268,35,2.16127,41.39102
348,El Brunch del Majestic,"PG. GRACIA, 68",la Dreta de l'Eixample,INTERNACIONAL,None,No,None,0.0,0,50,2.16382,41.39349
349,El Cafeti,"C. SANT RAFAEL, 18",el Raval,CATALAN,Abierto,No,None,0.0,0,27,2.1697,41.37937
350,El Calafate,"C. PARIS, 145",l'Antiga Esquerra de l'Eixample,ARGENTINO,Abierto,Si,10.07,9.3,2375,32,2.15005,41.39137
351,El Camino,"C. ROGER DE LLURIA, 24",la Dreta de l'Eixample,MEDITERRANEO,None,Si,8.55,0.0,0,25,2.17198,41.39089
352,El Canalla,"C. MAJOR DE SARRIA, 95",Sarrià,MEDITERRANEO,Abierto,No,None,0.0,0,30,2.12172,41.39957
353,El Cangrejo Loco,"MOLL GREGAL, 29",la Vila Olímpica del Poblenou,MARISQUERIA,None,No,None,8.9,968,40,2.20169,41.38842
354,El Capritx,"RBLA. POBLENOU, 100",el Poblenou,MEDITERRANEO,Abierto,Si,18.0,0.0,0,15,2.19985,41.40227
355,El Caserón,"C. BERLIN, 71",les Corts,Sin información,Cerrado,Si,8.1,0.0,0,25,2.13983,41.38382
356,El Cercle,"C. ARCS, 5",el Barri Gòtic,MEDITERRANEO,Abierto,No,None,8.1,609,40,2.17451,41.38456
357,El Chato,"G.V.. CORTS CATALANES, 697",el Fort Pienc,VASCO,None,No,None,9.1,629,24,2.17816,41.3972
358,El Clot,"C. ARAGO, 600",el Clot,MEDITERRANEO,None,Si,22.5,8.5,669,13,2.18754,41.40888
359,El Cochinillo Loco,"C. RAMBLA, 91",el Raval,MERCADO,None,No,None,0.0,0,20,2.17215,41.38218
360,El Establo,"PG. MARAGALL, 56",Navas,ARGENTINO,Abierto,Si,11.4,0.0,0,25,2.18059,41.41688
361,El Felino,"C. MARINA, 269",la Sagrada Família,Sin información,Abierto,Si,5.7,0.0,0,15,2.1736,41.40503
362,El Glop de la Rambla,"RBLA. CATALUNYA, 65",la Dreta de l'Eixample,MEDITERRANEO,None,Si,59.22,0.0,0,30,2.163,41.39123
363,El Gran Café,"C. AVINYO, 9",el Barri Gòtic,CATALAN,None,No,None,0.0,0,140,2.17636,41.38139
364,El Jardín del Edén,"C. JOVELLANOS, 3",el Raval,MEDITERRANEO,Abierto,No,None,0.0,0,18,2.16784,41.38524
365,El Kiosko - Barcelona,"AV. JOSEP TARRADELLAS, 153",les Corts,MEDITERRANEO,Abierto,No,None,9.1,994,18,2.14367,41.39156
366,El Mamón,"PTGE. PERE CALDERS, 2",Sant Antoni,MEDITERRANEO,None,Si,9.0,8.9,220,20,2.16291,41.37611
367,El Menjador de Xavier Pellicer,"C. PROVENÇA, 310",la Dreta de l'Eixample,CREATIVO,None,No,None,0.0,0,165,2.16342,41.39607
368,El Mexicano de Barcelona,"C. VILLARROEL, 233",l'Antiga Esquerra de l'Eixample,MEXICANO,Abierto,No,None,9.2,3688,18,2.14882,41.3911
