Outlet,St. type,Street,Number,Postal code,Latitude,Longitude,Municipality,Situation,Date
CAN CARGOL RESTAURANTE,CL,VALENCIA,324,08009,41.39565,2.16722,BARCELONA,Cierre definitivo por Covid,Sin survey
FORN DEL MERCAT,CL,SANT JORDI,4,08028,41.37513,2.13370,BARCELONA,Abierto con normalidad,2021-02-09
BAR FORUM,CR,JOSEP NARCIS ROCA,9,08019,41.41318,2.22054,BARCELONA,Abierto con normalidad,2021-04-28
MELT,CL,ROSSELLO,207,08008,41.39271,2.15654,BARCELONA,Cierre definitivo por Covid,Sin survey
SUPER SANTS 160,CL,SANTS,160,08028,41.37546,2.13328,BARCELONA,Abierto con normalidad,2021-04-27
BAR PICATA,CL,CRISTOBAL DE MOURA,218,08019,41.41543,2.21267,BARCELONA,Abierto con normalidad,2021-04-28
PROVISIONES Y TENENCIAS,CL,BALMES,171,08006,41.39594,2.15390,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-27
RESIDENCIA,CL,LEGALITAT,68,08024,41.40896,2.16248,BARCELONA,Cierre definitivo por Covid,2020-06-12
LE PETIT BISTROT,CL,"JOAN D'ALOS",8,08034,41.39047,2.10454,BARCELONA,Cierre definitivo por Covid,2020-09-21
DAL PRESIDENTE,CL,CALABRIA,93,08015,41.37914,2.15576,BARCELONA,Cierre definitivo por Covid,Sin survey
WOK ESCUDELLERS,CL,ESCUDELLERS,6,08002,41.37916,2.17594,BARCELONA,Abierto con normalidad,2021-03-15
PASTISSERIA LA PERLA,CL,SANTJOANISTES,6,08006,41.40334,2.14782,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-27
GRANIER,CL,PROVENÇA,356,08037,41.39953,2.16782,BARCELONA,Abierto con normalidad,2021-04-20
RTE. TXOKOA,CL,DEU I MATA,146,08029,41.39027,2.13896,BARCELONA,Abierto con normalidad,2021-04-26
SUPER TRAVESSERA 14,CR,TRAVESSERA DE GRACIA,12,08021,41.39391,2.14608,BARCELONA,Abierto con normalidad,2021-04-28
BAR CHENS PIZZA,CL,GOMIS,72,08023,41.41312,2.14024,BARCELONA,Abierto con normalidad,2021-04-29
MADAME RAMEN,CL,ROBADOR,22,08001,41.37955,2.17077,BARCELONA,Cierre definitivo por Covid,2020-09-18
RTE ANDELE PARIS,CL,PARIS,147,08036,41.39137,2.15025,BARCELONA,Abierto con normalidad,2021-04-28
GO SUSHI LES CORTS,CL,TRAVESSERA DE LES CORTS,96,08028,41.37973,2.12409,BARCELONA,Abierto con normalidad,2021-04-16
LA BOMBETA DEL PORT,AV,QUINZE,19,08031,41.42767,2.17517,BARCELONA,Abierto con normalidad,2021-04-26
BAR BLAU,CR,MARROC,62,08020,41.40965,2.20227,BARCELONA,Cierre definitivo por Covid,Sin survey
LARA GRILL,CL,MUNTANER,146,08036,41.39038,2.15446,BARCELONA,Abierto con normalidad,2021-04-27
PLONCHON,CL,CASANOVA,56,08011,41.38496,2.15937,BARCELONA,Abierto con normalidad,2021-04-26
RACO DEL DRAC,AV,PARAL.LEL,150,08015,41.37506,2.15805,BARCELONA,Abierto con normalidad,2021-04-26
BAR CASAL PEDRAFORCA,CL,PEDRAFORCA,20,08033,41.46139,2.17519,BARCELONA,Cierre definitivo por Covid,Sin survey
CALIDA  D,CL,ROSSELLO,360,08025,41.40363,2.17107,BARCELONA,NS/NC,2021-04-26
CALIU RESTAURANTE,RB,POBLENOU,78,08005,41.40136,2.20103,BARCELONA,Cierre definitivo por Covid,2021-02-24
SUPERMERCAT BENVINGUTS,CL,ASTURIES,24,08012,41.40320,2.15402,BARCELONA,Abierto con normalidad,2021-04-28
FORN DEL PA CAFETERIA MARI,CL,GARIGLIANO,34,08042,41.44604,2.17323,BARCELONA,Abierto con normalidad,2021-04-23
LATINOS,CL,ALCUDIA,65,08016,41.43704,2.17521,BARCELONA,Abierto con normalidad,2021-04-26
TIMESBURG NICARAGUA,CL,NICARAGUA,137,08029,41.38706,2.13676,BARCELONA,Abierto con normalidad,2021-04-29
NOSTRUM,CL,"TORRENT DE L'OLLA",85,08012,41.40161,2.15782,BARCELONA,Cierre definitivo por Covid,Sin survey
RTE. FUKAMURA,CL,CORSEGA,479,08025,41.40316,2.16814,BARCELONA,Abierto con normalidad,2021-04-23
RESTAURANTE CHINO S -J,CL,MARINA,240,08013,41.40249,2.17709,BARCELONA,Cierre definitivo por Covid,2021-02-15
MEAT CORNER,AV,DIAGONAL,208,08018,41.40488,2.19252,BARCELONA,Cierre definitivo por Covid,2020-10-15
SUPERMERCAT,CL,ARAGO,314,08009,41.39520,2.16892,BARCELONA,Abierto con normalidad,2021-04-26
PIZZERIA RISTORANTE ARRABBIATA,CL,COPERNIC,75,08006,41.40188,2.14303,BARCELONA,Abierto con normalidad,2021-04-27
SUPER SANT ESTACION,CL,ROBRENYO,63,08014,41.38213,2.13919,BARCELONA,Cierre definitivo por Covid,2020-10-13
PIZZERIA NAPOLETTANO,CL,BOQUERIA,26,08002,41.38163,2.17470,BARCELONA,Cerrado estacional,2020-09-29
MINI SUPER SANT PAU,CL,SANT PAU,28,08001,41.37984,2.17273,BARCELONA,Cierre definitivo por Covid,2020-09-29
BODEGA CALABRIA,CL,CALABRIA,160,08015,41.38203,2.15193,BARCELONA,Abierto con normalidad,2021-04-23
LA GRANJA 2,CL,BENAVENT,16,08028,41.37826,2.12509,BARCELONA,Abierto con normalidad,2021-04-09
PASTELERIA JOAN,CL,PONT DEL TREBALL DIGNE,7,08020,41.42189,2.19771,BARCELONA,Abierto con normalidad,2021-04-27
OSTERIA DA RUDY,CL,MUNTANER,113,08036,41.38952,2.15565,BARCELONA,Abierto con normalidad,2021-04-29
MASTICO,CL,MOLINE,1,08006,41.39823,2.14807,BARCELONA,Abierto con normalidad,2021-04-26
PERRO PAKO,CL,MARQUES DE BARBERA,29,08001,41.37799,2.17182,BARCELONA,Abierto con normalidad,2021-04-27
ZUM ZEIG BISTROT,CL,BEJAR,53,08014,41.37738,2.14513,BARCELONA,Abierto con normalidad,2021-04-19
LA CHOZA 2,CL,LEIVA,14,08014,41.37381,2.14203,BARCELONA,Cierre definitivo por Covid,Sin survey
BAR BRINDIS,AV,MERIDIANA,338,08027,41.42617,2.18591,BARCELONA,Abierto con normalidad,2021-04-23
AKI T ESPERO,PZ,CASTELLANA (POBLE ESPANYOL),2,08038,41.36386,2.15719,BARCELONA,Cerrado estacional,2020-09-28
LA CANTINA,CL,CONSELL DE CENT,370,08009,41.39480,2.17060,BARCELONA,Abierto con normalidad,2021-04-28
AFLAMAS,CL,LORETO,32,08029,41.39027,2.14218,BARCELONA,Abierto con normalidad,2021-04-27
BAR ERIC,CR,BERNAT METGE,16,08019,41.41973,2.21106,BARCELONA,Abierto con normalidad,2021-04-28
"ILAN'S BURGUER/",CL,TALLERS,6,08001,41.38472,2.16976,BARCELONA,Cerrado estacional,2020-12-15
REST.CANTERO,CL,PUJADES,27,08018,41.39418,2.19037,BARCELONA,Abierto con normalidad,2021-04-23
LA COLLITA REST.,CL,RAMON TURRO,19,08005,41.39150,2.19175,BARCELONA,Cierre definitivo por Covid,2020-10-15
BAR PORTO COLON,CR,VILA I VILA,95,08004,41.37450,2.16781,BARCELONA,Abierto con normalidad,2021-04-30
CANTA NAPOLI,CL,"L'ESCORIAL",160,08024,41.41009,2.15868,BARCELONA,Abierto con normalidad,2021-04-27
FASSANO CAFE,AV,SARRIA,39,08029,41.39040,2.14430,BARCELONA,Cierre definitivo por Covid,2021-02-02
LA MASSA NOSTRA,CL,SARDENYA,261,08013,41.40159,2.17580,BARCELONA,Sin información,Sin survey
HOTEL LA CASA DEL SOL,PZ,SOL,23,08012,41.40182,2.15675,BARCELONA,Cerrado temporalmente por COVID,2021-04-28
NAYA,CL,CORSEGA,657,08026,41.41059,2.17804,BARCELONA,Abierto con normalidad,2021-04-29
SUPERMERCAT CTG,RDA,SANT ANTONI,27,08011,41.38121,2.16354,BARCELONA,Abierto con normalidad,2021-04-27
FOOD CORCEGA,CL,CORSEGA,516,08025,41.40543,2.17116,BARCELONA,Abierto con normalidad,2021-04-26
CAFE DEL BORN,PZ,COMERCIAL,10,08003,41.38524,2.18380,BARCELONA,Abierto con normalidad,2021-04-23
BAR MUCHO SAQUE,CL,ROSSELLO,556,08026,41.41132,2.18155,BARCELONA,Cierre definitivo por Covid,2020-09-29
BAR SANT PAU,RDA,SANT PAU,39,08015,41.37684,2.16565,BARCELONA,Abierto con normalidad,2021-04-27
EL ENCUENTRO,CL,BADOSA,22,08016,41.44093,2.18067,BARCELONA,Abierto con normalidad,2021-04-19
LA CALETA DE SANTS,CRT,BORDETA,54,08014,41.37349,2.14512,BARCELONA,Cierre definitivo por Covid,2020-09-11
PENELOPE CAFE,CL,BALMES,308,08006,41.40250,2.14531,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-26
RTE.SUCURSAL ACEITERA,CL,COMTE BORRELL,36,08015,41.37713,2.16296,BARCELONA,Abierto con normalidad,2021-04-26
FARMACIA ESTRANY,VIA,LAIETANA,50,08003,41.38693,2.17482,BARCELONA,Abierto con normalidad,2020-12-15
THE PHARAOH,AV,GAUDI,48,08025,41.40848,2.17445,BARCELONA,Abierto con normalidad,2021-04-30
SUPER SNACK BAR,AV,ESCOLAPI CANCER,6,08033,41.45955,2.18076,BARCELONA,Abierto con normalidad,2021-03-05
BAR MANI,AV,ROMA,152,08011,41.38578,2.15567,BARCELONA,Cerrado temporalmente por COVID,2021-04-28
LOS CARACAS,CRT,RIBES,74,08033,41.44920,2.18969,BARCELONA,Abierto con normalidad,2021-04-27
PIZZA NOSTRA,CL,GIRONA,181,08037,41.39987,2.16443,BARCELONA,Cierre definitivo por Covid,2021-02-09
EL QUATRE,CL,LONDRES,84,08036,41.39294,2.15005,BARCELONA,Abierto con normalidad,2021-04-27
823 CAFE DEGUSTACION,CL,CARTAGENA,240,08013,41.40747,2.17925,BARCELONA,Abierto con normalidad,2021-04-27
CREPS BARCELONA,CL,TUSET,38,08006,41.39671,2.15090,BARCELONA,Abierto con normalidad,2021-04-26
RTE LA PLASSOHLA,VIA,LAIETANA,49,08003,41.38706,2.17441,BARCELONA,Abierto con normalidad,2021-04-30
EIXAMPLE FITNESS,CL,ENTENÇA,102,08015,41.38023,2.14975,BARCELONA,Abierto con normalidad,2021-04-23
CASA GRACIA BARCELONA,PS,GRACIA,116,08008,41.39709,2.15907,BARCELONA,Abierto con normalidad,2021-04-29
HANKI,CL,GUILLEM TELL,23,08006,41.40262,2.14880,BARCELONA,Abierto con normalidad,2021-04-21
VIET THAI,CL,DIPUTACIO,140,08015,41.38268,2.15676,BARCELONA,Abierto con normalidad,2021-04-27
TRADIF SUPER,CL,ARQUITECTE SERT,7,08005,41.39128,2.19863,BARCELONA,Abierto con normalidad,2021-04-29
ESTANCO ROMA 78,AV,ROMA,74,08015,41.38289,2.14911,BARCELONA,Abierto con normalidad,2021-03-31
CEVICHERIA,AV,DIAGONAL,208,08018,41.40488,2.19252,BARCELONA,Abierto con normalidad,2021-04-28
RIMINI RIMINI,CL,AUSIAS MARC,31,08010,41.39119,2.17542,BARCELONA,Abierto con normalidad,2021-04-21
BONITA,CL,"L'ALMIRALL CHURRUCA",6,08003,41.37892,2.18978,BARCELONA,Abierto con normalidad,2021-04-27
EL RACO DEL CAMP II,CL,SANT GERVASI DE CASSOLES,41,08022,41.40482,2.13830,BARCELONA,Abierto con normalidad,2021-04-28
RESTAURANTE MARES,CL,COMTE BORRELL,208,08029,41.38589,2.15133,BARCELONA,NS/NC,2021-04-28
SUPERMERCAT CORUNYA,CL,CORUNYA,17,08026,41.40757,2.18604,BARCELONA,Cerrado estacional,2020-11-10
FORN DE PA GOYA,CL,GOYA,10,08012,41.39943,2.15694,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-28
SÚPER 24H HAMZA,CL,CASANOVA,64,08011,41.38521,2.15903,BARCELONA,Abierto con normalidad,2021-04-28
ANATOLIA,CL,LA RAMBLA,40,08002,41.37922,2.17509,BARCELONA,Cerrado estacional,2020-07-21
BAR RTE PA I OLI,AV,LA RIERA DE CASSOLES,55,08012,41.40508,2.15013,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-27
EL PATIO DE MI CASA,CL,CORONEL SANFELIU,17,08018,41.40682,2.18882,BARCELONA,Abierto con normalidad,2021-04-28
BURNING,CL,CACERES,34,08028,41.37465,2.13129,BARCELONA,Abierto con normalidad,2021-01-28
RTE ALO BEIRUT,CL,ARIBAU,90,08036,41.38965,2.15764,BARCELONA,Abierto con normalidad,2021-04-29
FRANKFURT SUASA,CL,MARINA,114,08018,41.39474,2.18716,BARCELONA,Cierre definitivo por Covid,2021-02-09
ASA SUSHI,CL,MARINA,57,08005,41.39169,2.19105,BARCELONA,Abierto con normalidad,2021-04-21
CAN CODINA,CL,"TORRENT DE L'OLLA",20,08012,41.39892,2.16082,BARCELONA,Abierto con normalidad,2021-04-28
M 2,AV,DIAGONAL,505,08029,41.39171,2.14159,BARCELONA,Cierre definitivo por Covid,2020-09-21
VIVARI TARRAGONA 100,CL,TARRAGONA,100,08015,41.37951,2.14403,BARCELONA,Abierto con normalidad,2021-04-29
CATORCE ONLIFE CULTURE HUB,CL,MARINA,16,08005,41.38717,2.19718,BARCELONA,Abierto con normalidad,2021-04-28
FLECA & CAFE,CL,CONSELL DE CENT,280,08007,41.38938,2.16343,BARCELONA,Abierto con normalidad,2021-04-28
PAELLAS&TAPAS,CL,PAU CLARIS,14,08010,41.38865,2.17261,BARCELONA,Abierto con normalidad,2021-04-29
DOMO COMO EN CASA,CR,BAC DE RODA,84,08019,41.40690,2.20491,BARCELONA,Cierre definitivo por Covid,Sin survey
HOTEL SANT ANGELO,CL,CONSELL DE CENT,74,08015,41.37931,2.15005,BARCELONA,Abierto con normalidad,2021-02-12
RESTAURANTE ELBASHA,PS,COLOM,22,08002,41.37765,2.17910,BARCELONA,Abierto con normalidad,2021-04-13
XARCUTERIES ANDREU,AV,DIAGONAL,208,08018,41.40488,2.19252,BARCELONA,Cierre definitivo por Covid,2020-10-15
CHERIFF RESTAURANT,CL,GINEBRA,15,08003,41.38164,2.18855,BARCELONA,Abierto con normalidad,2021-04-27
XARCUTERIA ANDREU,RB,CATALUNYA,125,08008,41.39489,2.15807,BARCELONA,Abierto con normalidad,2021-04-29
REST SOLRIC,CL,TARRAGONA,177,08014,41.37984,2.14336,BARCELONA,Abierto con normalidad,2021-04-26
SELVATICA,CL,ARIBAU,263,08021,41.39916,2.14580,BARCELONA,Cierre definitivo por Covid,2020-08-26
MANGA ROSA,CL,CONSELL DE CENT,220,08011,41.38593,2.15883,BARCELONA,Cierre definitivo por Covid,Sin survey
SUPERMERCAT,CL,COMTE BORRELL,134,08015,41.38249,2.15585,BARCELONA,Abierto con normalidad,2021-04-26
RESTAURANTE ARROS I PEIX,VIA,LAIETANA,13,08003,41.38321,2.17979,BARCELONA,Cerrado estacional,2020-09-09
FRANCISCO JAVIER,CL,SANT FRANCESC XAVIER,18,08016,41.44136,2.17862,BARCELONA,Abierto con normalidad,2021-04-19
RAFAY  SONS,CL,PORTBOU,36,08028,41.37704,2.12657,BARCELONA,Abierto con normalidad,2021-03-19
BAR SECRET,CL,NOU PINS,13,08016,41.44236,2.18153,BARCELONA,Cierre definitivo por Covid,Sin survey
BAR DE LA ZONA,CL,DOCTOR PI I MOLIST,117,08031,41.43502,2.17222,BARCELONA,Cerrado estacional,Sin survey
ZERO NOVE CINQUE,CL,JAUME GIRALT,5,08003,41.38713,2.17998,BARCELONA,Abierto con normalidad,2020-09-28
SUPER GIRONELLA,CL,ALT DE GIRONELLA,7,08017,41.39464,2.12986,BARCELONA,Cierre definitivo por Covid,Sin survey
SUPERMERCAT 24H.,CL,GRAN VIA,437,08015,41.37845,2.15334,BARCELONA,Abierto con normalidad,2021-04-28
LIBRERIA VORA AL MAR,PS,MARITIM DEL PORT OLIMPIC,25,08005,41.38779,2.19860,BARCELONA,Cierre definitivo por Covid,Sin survey
EL RACO DEL PEIX,CL,TAJO,8,08031,41.43011,2.16263,BARCELONA,Abierto con normalidad,2021-04-12
CAFETERIA JOAN TORRAS,CL,JOAN TORRAS,25,08030,41.43770,2.19171,BARCELONA,Abierto con normalidad,2021-04-28
SUPER SANT GERVASI,PS,SANT GERVASI,16,08022,41.40843,2.13436,BARCELONA,Abierto con normalidad,2021-04-27
BAR CA LA NACHA,CL,JAUME PINENT,29,08042,41.44669,2.17580,BARCELONA,Abierto con normalidad,2021-04-23
CHURRERIA LAIETANA,VIA,LAIETANA,46,08003,41.38635,2.17557,BARCELONA,Abierto con normalidad,2021-04-28
NOTA 79,CL,VALLIRANA,79,08006,41.40535,2.14587,BARCELONA,Abierto con normalidad,2020-09-18
KIOSKO DE DIARIOS,PZ,COMERCIAL,9,08003,41.38535,2.18364,BARCELONA,Abierto con normalidad,2021-03-15
EL PILAR DE RITA,CL,ROMANI,17,08042,41.44666,2.17542,BARCELONA,Abierto con normalidad,2021-04-29
NICK VENDING TENIS,CR,CAMPOAMOR,66,08031,41.43539,2.15396,BARCELONA,Abierto con normalidad,2020-11-06
BOUTIQUE VALENTINO,PS,GRACIA,108,08008,41.39614,2.16029,BARCELONA,Abierto con normalidad,2021-04-19
LA BODEGUETA DE LES CORTS,CL,TRAVESSERA DE LES CORTS,154,08028,41.38165,2.12711,BARCELONA,NS/NC,2021-02-04
AHMED ALIMENTACION,CL,AGUDES,17,08033,41.46287,2.17787,BARCELONA,Abierto con normalidad,2021-04-15
NIGHT BARCELONA,CL,DIPUTACIO,161,08011,41.38423,2.15876,BARCELONA,Cerrado temporalmente por COVID,2021-02-08
PANNUS,CL,ARAGO,250,08007,41.39048,2.16264,BARCELONA,Abierto con normalidad,2021-03-03
HOTEL VILLA OLÍMPICA DE BARCELONA,CL,PALLARS,121,08018,41.39717,2.19238,BARCELONA,Abierto con normalidad,2021-04-26
EL KIOSKO BARCELONA,AV,JOSEP TARRADELLAS,153,08029,41.39150,2.14375,BARCELONA,Abierto con normalidad,2021-04-29
PETIT BAR,CL,LOPE DE VEGA,122,08005,41.40533,2.20242,BARCELONA,Abierto con normalidad,2021-02-26
CHE PASTA,CL,GELABERT,42,08029,41.38868,2.14278,BARCELONA,Abierto con normalidad,2020-09-30
MACERA,CL,NOU DE LA RAMBLA,102,08001,41.37551,2.17053,BARCELONA,Cierre definitivo por Covid,2020-06-15
CASA LUZ,RDA,UNIVERSITAT,1,08007,41.38607,2.16496,BARCELONA,Abierto con normalidad,2021-04-26
LA FABRICA 2-CORDERS,CL,CORDERS,10,08003,41.38545,2.17956,BARCELONA,Abierto con normalidad,2021-04-22
BAR CANTONADA,CL,AUSIAS MARC,110,08013,41.39603,2.18185,BARCELONA,Abierto con normalidad,2021-04-21
SUPER STORE CASTILLEJOS,CR,CASTILLEJOS,323,08025,41.40896,2.17514,BARCELONA,Abierto con normalidad,2021-04-26
BAR LLACUNA,CL,LLACUNA,88,08018,41.40261,2.19699,BARCELONA,Abierto con normalidad,2021-04-28
TABACO Y TIMBRE,CL,SANT PAU,96,08001,41.37671,2.16955,BARCELONA,Abierto con normalidad,2021-04-29
SANTAGLORIA MAJOR DE SARRIA,CL,MAJOR DE SARRIA,27,08017,41.39714,2.12370,BARCELONA,Abierto con normalidad,2021-04-27
RTE TUTA VITNAMENSE CUISENE,CL,CLOT,31,08018,41.40708,2.18785,BARCELONA,Abierto con normalidad,2021-04-26
CUCUT BIZ & BAR,CL,VILARDELL,23,08014,41.37462,2.14307,BARCELONA,Cierre definitivo por Covid,Sin survey
KOPITIAM,CR,CORSEGA,339,08037,41.39776,2.16096,BARCELONA,Abierto con normalidad,2021-04-20
EL PAS,CL,FERNANDO PESSOA,7,08030,41.43819,2.19330,BARCELONA,Abierto con normalidad,2021-04-28
BAR REST. LA VIDA,PS,SANTA COLOMA,19,08030,41.44484,2.18937,BARCELONA,Cierre definitivo por Covid,2021-01-13
B DE GUST,VIA,AUGUSTA,45,08006,41.39807,2.15356,BARCELONA,Abierto con normalidad,2021-04-29
SANBERMUT,CL,MANDRI,34,08022,41.40325,2.13382,BARCELONA,Abierto con normalidad,2021-04-29
PIZZA 3,CR,"COMTE D'URGELL",27,08011,41.38060,2.16066,BARCELONA,Cierre definitivo por Covid,2021-01-14
SÚPER MERCAT JAUED,CL,AUSONA,11,08033,41.45060,2.19217,BARCELONA,Abierto con normalidad,2021-04-26
TENGO HAMBRE,CL,CONSELL DE CENT,313,08007,41.38922,2.16322,BARCELONA,Cierre definitivo por Covid,Sin survey
SUPER PREU,CL,LEPANT,289,08025,41.40552,2.17518,BARCELONA,Abierto con normalidad,2021-04-09
SUPER MUNTANYA,RB,MUNTANYA,42,08041,41.42106,2.17678,BARCELONA,Abierto con normalidad,2021-04-29
HOTEL RAMBLAS,CL,LA RAMBLA,33,08002,41.37906,2.17497,BARCELONA,Cerrado estacional,2020-09-18
BAR BARCELONA,CR,TRAVESSERA DE DALT,5,08024,41.40814,2.15109,BARCELONA,Abierto con normalidad,2021-04-28
ESTANCO 153,CL,DIPUTACIO,336,08009,41.39609,2.17462,BARCELONA,Cierre definitivo por Covid,Sin survey
MINI MERCAT,CL,SEQUIA COMTAL,17,08018,41.40834,2.18741,BARCELONA,Abierto con normalidad,2021-04-26
BCN GRAN VIA,CL,GRAN VIA DE LES CORTS CATALANES,576,08011,41.38438,2.16188,BARCELONA,Abierto con normalidad,2021-04-28
CALA BLANCA,CL,DOCTOR TRUETA,211,08005,41.39872,2.20364,BARCELONA,Abierto con normalidad,2021-04-28
CAF LA CANTONADA,CL,BALTASAR GRACIAN,24,08016,41.44124,2.18050,BARCELONA,Abierto con normalidad,2021-04-22
PROXIM BONANOVA,PS,BONANOVA,103,08017,41.40146,2.12416,BARCELONA,Abierto con normalidad,2021-04-23
D & A,CL,DIPUTACIO,178,08011,41.38461,2.15928,BARCELONA,Cierre definitivo por Covid,Sin survey
HAMBURGUESERIA DOUX,RB,POBLENOU,16,08005,41.39839,2.20484,BARCELONA,Cierre definitivo por Covid,2020-11-19
LOUIS VUITTON BOUTIQUE530046248653,PS,GRACIA,80,08008,41.39390,2.16308,BARCELONA,Abierto con normalidad,2021-04-19
1970,CL,NIL FABRA,13,08012,41.40610,2.15175,BARCELONA,Cierre definitivo por Covid,2021-04-16
PINK CAKES,CL,DOS DE MAIG,259,08013,41.40824,2.18055,BARCELONA,Cierre definitivo por Covid,2020-09-18
REST REYES,RIE,HORTA,1,08027,41.42765,2.18419,BARCELONA,Cierre definitivo por Covid,Sin survey
LUNA SUPERMARKET 24H,CL,VALENCIA,228,08007,41.39013,2.15987,BARCELONA,Abierto con normalidad,2021-04-26
GARAJE BEER CO,CL,CONSELL DE CENT,261,08011,41.38695,2.16019,BARCELONA,Abierto con normalidad,2021-04-28
CREPS CLOT,CL,ROGENT,50,08026,41.40946,2.18428,BARCELONA,Abierto con normalidad,2021-04-29
EL CUBANO,CR,"TORRENT DE L'OLLA",51,08012,41.40032,2.15941,BARCELONA,Abierto con normalidad,2020-08-10
SUPER PALAK PORTAL NOU,CL,PORTAL NOU,22,08003,41.38869,2.18074,BARCELONA,Abierto con normalidad,2021-04-22
UTOPIA126,CL,CRISTOBAL DE MOURA,126,08019,41.41220,2.20792,BARCELONA,Cierre definitivo por Covid,Sin survey
RESTAURANT REÑE,CL,CONSELL DE CENT,362,08009,41.39443,2.17013,BARCELONA,Cerrado estacional,2020-10-28
EL HIJO DE MIGUEL,CL,BALIRA,69,08030,41.44125,2.18912,BARCELONA,Abierto con normalidad,2020-12-16
ESPRESSAMENTE ILLY,LL,MOLL ESPANYA,S/N,08039,41.37526,2.18197,BARCELONA,Cierre definitivo por Covid,2021-04-29
MANA 75,PS,JOAN DE BORBO COMTE DE BARCELONA,101,08039,41.37132,2.18771,BARCELONA,Abierto con normalidad,2021-04-27
HAO HOUSE,CL,GRAN VIA DE LES CORTS CATALANES,682,08010,41.39276,2.17298,BARCELONA,Cerrado temporalmente por COVID,2021-03-19
BAR REST BURGUER,AV,MADRID,63,08028,41.37797,2.12658,BARCELONA,Abierto con normalidad,2020-10-14
CORTE Y BRASA  PARRILLA ARGENTINA,CL,COMANDANT BENITEZ,20,08028,41.38016,2.12638,BARCELONA,Abierto con normalidad,2021-04-23
SABOR ISTANBUL,CL,"COMTE D'URGELL",256,08036,41.39050,2.14748,BARCELONA,Abierto con normalidad,2021-04-23
RESTAURANTE BRASERIA NANA,PZ,MERCAT,20,08018,41.40763,2.18904,BARCELONA,Abierto con normalidad,2021-04-27
CAFFE BLUE,RB,POBLENOU,11,08005,41.39829,2.20486,BARCELONA,Cierre definitivo por Covid,2021-02-15
KIOSKO PARISIEN,CL,LA RAMBLA,120,08002,41.38360,2.17146,BARCELONA,Abierto con normalidad,2021-04-30
BELUGA/AVENIDA PALACE,RB,CATALUNYA,20,08007,41.38893,2.16657,BARCELONA,Cerrado estacional,Sin survey
"L'ENRIC",CR,ENRIC GRANADOS,41,08008,41.39018,2.15933,BARCELONA,Abierto con normalidad,2021-04-28
HANABI,PTG,LLUIS PELLICER,18,08036,41.39324,2.14967,BARCELONA,Abierto con normalidad,2021-04-26
XURRERIA POBLENOU,CL,PUJADES,237,08005,41.40436,2.20423,BARCELONA,Abierto con normalidad,2021-04-28
CHIRINGUITO CAM Z,VIA,BARCINO,104,08033,41.44809,2.19198,BARCELONA,Abierto con normalidad,2020-09-29
BUENOS AIRES SUPERMERCADO,AV,DIAGONAL,328,08013,41.40062,2.17509,BARCELONA,Abierto con normalidad,2021-04-27
LA FERMATA,CL,MAJOR DE SARRIA,2,08017,41.39587,2.12533,BARCELONA,Abierto con normalidad,2021-04-26
BAR PUEYO,CL,LAFORJA,61,08021,41.39722,2.14662,BARCELONA,Abierto con normalidad,2021-04-28
CAF RUCUCU,CL,ARAGO,651,08026,41.41184,2.19091,BARCELONA,Cierre definitivo por Covid,Sin survey
GINETTE,CL,REC COMTAL,12,08003,41.38957,2.17976,BARCELONA,Cerrado estacional,2020-09-15
VIET KITCHEN,CL,ARIBAU,137,08036,41.39210,2.15446,BARCELONA,Abierto con normalidad,2021-04-28
LA BARRETINA,CL,MARC AURELI,20,08006,41.40102,2.14296,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-26
EN APARTE,CL,LLUIS EL PIADOS,2,08003,41.38995,2.17886,BARCELONA,Abierto con normalidad,2021-04-20
PAPAGAYO,CL,PARLAMENT,2,08015,41.37542,2.16118,BARCELONA,Abierto con normalidad,2020-09-18
CAN LARIK,CL,SANT ISCLE,19,08031,41.43171,2.17332,BARCELONA,Abierto con normalidad,2021-04-27
EL MERCAT,CL,CASP,35,08010,41.39117,2.17308,BARCELONA,Abierto con normalidad,2021-04-26
EL PETIT MUSSOL,CL,JOSEP ESTIVILL,64,08027,41.41939,2.18986,BARCELONA,Abierto con normalidad,2021-04-22
RUTA 40,CR,NAPOLS,314,08025,41.40409,2.16789,BARCELONA,Abierto con normalidad,2021-04-28
ALIM AHSAN 2,CL,CADI,29,08031,41.43184,2.16919,BARCELONA,Abierto con normalidad,2021-04-19
CAMALION,AV,ROMA,155,08011,41.38690,2.15756,BARCELONA,Cerrado temporalmente por COVID,2021-04-26
AT GRUPO MOON ENTENÇA 85,CL,ENTENÇA,85,08015,41.37945,2.15078,BARCELONA,Abierto con normalidad,2021-04-29
SUPER EVEREST,CL,"L'ALCALDE DE MOSTOLES (BAIX GUINARD",4,08025,41.41008,2.16713,BARCELONA,Abierto con normalidad,2021-04-26
BAO BAR,CL,ARIMON,48,08022,41.40330,2.13602,BARCELONA,Cerrado temporalmente por COVID,2021-04-28
BEEF BULL CLUB,CL,LA RAMBLA,40,08002,41.37922,2.17509,BARCELONA,NS/NC,2020-06-23
