nombre,cocina,direccion,rating,num_opiniones,precio
Taparazzi,MEDITERRÁNEO,"C/ Santa Fe de Nuevo México, s/n, 08017, Barcelona",8.4,244,20
Balmes 103 - Hotel Barcelona Center,MEDITERRÁNEO,"C/ Balmes, 103, 08008, Barcelona",0.0,0,35
My Way,MEDITERRÁNEO,"Carrer de les Heures, 6-8, 08002, Barcelona",0.0,0,24
Alaparra,ESPAÑOL,"Carrer de Pujades, 136, 08005, Barcelona",0.0,0,25
Fratelli la Bufala,ITALIANO,"carrer de Pau claris, 72, 08010, Barcelona",9.2,264,16
Pool Up Gastrobar - Gran Hotel Havana,MEDITERRÁNEO,"Gran Via Corts Catalanes, 647, 08010, Barcelona",8.5,63,28
Pompeia,MEDITERRÁNEO,"Carrer de la Foixarda, 2, 08038, Barcelona",7.3,6,16
De Tapa Madre,MEDITERRÁNEO,"Carrer de Mallorca, 301, 08037, Barcelona",0.0,0,20
El restaurant del TNC,MEDITERRÁNEO,"Plaça de les Arts, 1, 08013, Barcelona",0.0,0,20
Mariscco Reial,MEDITERRÁNEO,"Plaça Reial, 8, 08002, Barcelona",0.0,0,35
Bubó Tapas Bar,MEDITERRÁNEO,"Carrer de les Caputxes, 6, 08003, Barcelona",0.0,0,25
Es tastet,MEDITERRÁNEO,"Carrer del Comte Borrell, 72, 08015, Barcelona",0.0,0,25
Pronto Pizza,€,"Carrer de Llull, 230-234, 08005, Barcelona",0.0,0,20
Paraiso Oriental,CHINO,"Carrer de Lisboa, 3, 08032, Barcelona",0.0,0,15
"Pizzeria Sants, tapes bar i restaurant",€,"Carrer de Galileu, 1, 08028, Barcelona",0.0,0,28
Brunch - Yummy Sundays - Monument Hotel 5*GL,MEDITERRÁNEO,"Passeig de Gràcia, 75, 08008, Barcelona",0.0,0,59
Xips & Saladz,MEDITERRÁNEO,"Carrer de Salvador Espriu, 61, 08005, Barcelona",0.0,0,16
Madness Coffe,INTERNACIONAL,"Moll de Barcelona, 08039, Barcelona",0.0,0,15
Vegetalia Gótico,VEGETARIANO,"Carrer dels Escudellers, 54, 08002, Barcelona",8.6,131,12
Clóset,€,"Carrer de l'Hospital, 157, 08001, Barcelona",0.0,0,15
La Tagliatella Tarradellas,€,"C/ Josep Tarradellas, 116, 08029, Barcelona",7.4,245,18
Super Super Bar,INTERNACIONAL,"Carrer de esparteria 14, 08003, Barcelona",0.0,0,20
Bar Yeti,MEDITERRÁNEO,"Plaça de la Bonanova, 6, 08022, Barcelona",0.0,0,20
The Corner Bar - Hotel Barcelona Princess,MEDITERRÁNEO,"Avinguda Diagonal, 1, 08019, Barcelona",0.0,0,17
El Menjador de Xavier Pellicer,CREATIVO,"Carrer de Provença, 310, 08037, Barcelona",0.0,0,165
Taller de Tapas - Rambla Catalunya,ESPAÑOL,"Rambla de Catalunya, 49, 08007, Barcelona",7.4,202,20
Taller de Tapas - Argenteria,ESPAÑOL,"Carrer de l'Argenteria, 51, 08003, Barcelona",7.9,109,15
Celler de Tapas - Universitat,MEDITERRÁNEO,"Plaça de la Universitat, 5, 08007, Barcelona",0.0,0,14
El Bou Lomoteca,ARGENTINO,"Carrer de L'Escultor Llimona, 08031, Barcelona",0.0,0,1
La Tagliatella La Maquinista,€,"Paseo Potosi, 2,, 08030, Barcelona",0.0,0,18
La Tagliatella Pau Claris,€,"Carrer de Pau Claris, 118, Barcelona, Spain, 08009, Barcelona",6.6,202,18
La Mestressa,MEDITERRÁNEO,"Osca, 7, 08014, Barcelona",0.0,0,25
Vermuteria del yayo,MEDITERRÁNEO,"Carrer de Joan Güell, 30, 08028, Barcelona",0.0,0,12
Bar Veraz - The Barcelona EDITION,INTERNACIONAL,"Av. de Francesc Cambó, 14, 08003, Barcelona",0.0,0,35
El Puma,MEDITERRÁNEO,"Carrer d' Aribau, 44, 08011, Barcelona",0.0,0,20
The Greenhouse - Hotel Pulitzer,MEDITERRÁNEO,"Carrer de Bergara, 8, 08002, Barcelona",0.0,0,22
El Brunch del Majestic,INTERNACIONAL,"Paseo de Gracia, 68, 08008, Barcelona",0.0,0,50
3 - Hotel Granados 83,MEDITERRÁNEO,"C/ Enric Granados, 83, 08008, Barcelona",0.0,0,15
Antonio's,ESPAÑOL,"C/ Badajoz, 44, 08005, Barcelona",0.0,0,11
Dionissos,MEDITERRÁNEO,"Avenida Bogatell, 64 (Hotel H10 Marina), 08005, Barcelona",0.0,0,35
Jardinet d'Aribau,MEDITERRÁNEO,"Carrer Aribau, 133, 08036, Barcelona",8.2,377,25
El Patio de Mi Casa,MEDITERRÁNEO,"Carrer del Coronel Sanfeliu, 17, 08018, Barcelona",0.0,0,20
Il Capriccio Napoletano,ITALIANO,"Carrer de las Navas de Tolosa, 283, 08026, Barcelona",0.0,0,25
Semproniana,INSIDER,"Carrer del Rosselló, 148, 08036, Barcelona",0.0,0,35
Kaguya Hime,JAPONÉS,"Carrer de Bailèn, 221, 08037, Barcelona",0.0,0,20
Palermo Food Club,ARGENTINO,"Carrer del Roser, 34, 08004, Barcelona",0.0,0,15
Panorama Bar,INTERNACIONAL,"Passeig de Sant Joan, 84, 08009, Barcelona",0.0,0,14
Siete y Pico,ESPAÑOL,"Carrer de Muntaner, 479, 08021, Barcelona",0.0,0,20
Entre Tapes - Sants,MEDITERRÁNEO,"Carrer de Sants, 292, 08028, Barcelona",0.0,0,15
La Focaccia,ITALIANO,"Carrer de Castellnou, 44, 08017, Barcelona",0.0,0,30
L'Hortet,MEDITERRÁNEO,"Carrer del Pintor Fortuny, 32, 08001, Barcelona",0.0,0,17
Shanghai 1930,CHINO,"Carrer de Buenos Aires, 11, 08029, Barcelona",0.0,0,25
Kiu Nam,VIETNAMITA,"Carrer de Villarroel, 199, Barcelona, Spain, 08036, Barcelona",0.0,0,16
Desgraciats,CATALÁN,"C/ Providencia, 114 local bis, 08024, Barcelona",0.0,0,19
Nou Celler,CATALÁN,"C/ Princesa , 16, 08003, Barcelona",0.0,0,18
La Cova del Nou Mediterrani,MEDITERRÁNEO,"RONDA SANT PERE, 42, 08010, Barcelona",0.0,0,20
Soda Bus,MEDITERRÁNEO,"Carrer d'Aribau, 150, 08036, Barcelona",0.0,0,20
Panchito Parcerisa,MEXICANO,"Carrer de Parcerisa, 11, 08014, Barcelona",0.0,0,20
Panchito Amigo,MEXICANO,"Carrer d'Amigó, 57, 08021, Barcelona",0.0,0,20
Oriental Palacio Mandarin,ASIÁTICO,"Passeig de la Zona Franca, 243, 08038, Barcelona",0.0,0,16
A Pluma - Santaló,MEDITERRÁNEO,"Carrer de Santaló, 39, 08021, Barcelona",0.0,0,25
Pikio Taco,MEXICANO,"Carrer de Còrsega, 376, 08037, Barcelona",0.0,0,17
Pötstot,MEDITERRÁNEO,"Plaça Sagrada Família, 15, 08025, Barcelona",0.0,0,20
Hasta los andares Barcelona,MEDITERRÁNEO,"Carrer de Provença, 471, 08025, Barcelona",0.0,0,20
Gaig Barcelona,CATALÁN,"Carrer de la Nau Santa Maria, 5, 08017, Barcelona",0.0,0,40
El Gallinero del Apolo,MEDITERRÁNEO,"Av. del Paraŀlel, 57, 08004, Barcelona",0.0,0,18
El Pescadito de Mandri,MEDITERRÁNEO,"Carrer de Mandri, 54, 08022, Barcelona",0.0,0,30
Nonna Maria - Hotel Meliá Sarriá,€,"Av. de Sarrià, 50, 08029, Barcelona",0.0,0,26
La Chelinda - Diagonal Mar,MEXICANO,"Avinguda Diagonal, 3, 08019, Barcelona",0.0,0,18
Peccata Pizza,ITALIANO,"Carrer de Mandri, 58, 08022, Barcelona",0.0,0,20
Ginette Bar,FUSIÓN,"Carrer del Rec Comtal, 12, 08003, Barcelona",0.0,0,35
Casa Leopoldo,MEDITERRÁNEO,"Carrer de Sant Rafael, 24, 08001, Barcelona",0.0,0,35
IMPAR - Hotel Sofia,MEDITERRÁNEO,"Plaça de Pius XII, 4, 08028, Barcelona",0.0,0,40
Monocrom,MEDITERRÁNEO,"Plaça de Cardona, 4, 08006, Barcelona",0.0,0,25
Witty - Hotel The Wittmore- Only Adults,INTERNACIONAL,"Carrer de Riudarenes, 7, 08002, Barcelona",0.0,0,35
Dionisos Gótico,GRIEGO,"Carrer de n'Arai, 3, 08002, Barcelona",0.0,0,18
Taller de Tapas - Travessera,ESPAÑOL,"Travessera de les Corts, 64, 08028, Barcelona",0.0,0,15
Le Bouchon - Hotel Mercer Barcelona,MEDITERRÁNEO,"Carrer dels Lledó, 7, 08002, Barcelona",0.0,0,30
Bilbao Berria Catedral,VASCO,"Plaça Nova, 3, 08002, Barcelona",0.0,0,20
Bierzo food,ESPAÑOL,"Carrer de les Flors, 16, 08001, Barcelona",0.0,0,20
Ascent by Eboca Restaurant,MEDITERRÁNEO,"C/ Arcs, 10 - Hotel Catalonia Catedral, 08002, Barcelona",0.0,0,28
Mosaic Restaurant,ESPAÑOL,"Avinguda Diagonal, 589-591, 08014, Barcelona",0.0,0,32
Bastaix,MEDITERRÁNEO,"Carrer dels Ases, 5, 08003, Barcelona",0.0,0,13
Grand Place Bistrot - Gran Hotel Havana,MEDITERRÁNEO,"Gran Via de Les Corts Catalanes, 647, 08010, Barcelona",0.0,0,35
Lonja de Tapas - Pla de Palau,MEDITERRÁNEO,"Pla de Palau, 7, 08003, Barcelona",6.2,51,16
Bonasport,MEDITERRÁNEO,"C/ Vista Bella, 11, 08022, Barcelona",6.5,32,25
Yoüme Sushi,JAPONÉS,"Carrer de Londres, 88, 08036, Barcelona",0.0,0,28
Saiko Japonés,JAPONÉS,"Carrer de Villarroel, 140, 08036, Barcelona",0.0,0,14
Kuyi,JAPONÉS,"Camí Vell Sarrià, 21, 08029, Barcelona",0.0,0,15
Fish & Chips Shop - Universitat,INTERNACIONAL,"Carrer d'Aribau, 18, 08022, Barcelona",0.0,0,12
SomDTapes,MEDITERRÁNEO,"Carrer de Saragossa, 2, 08006, Barcelona",0.0,0,20
Merkado Barcelona Sky,MEDITERRÁNEO,"Carrer de Pere IV, 272, 08005, Barcelona",0.0,0,30
La Pimpa,ITALIANO,"Carrer d'Europa, 24, 08028, Barcelona",0.0,0,15
Kappo Barcelona - Sabores de Asia,ASIÁTICO,"Passatge de Lluís Pellicer, 24, 08036, Barcelona",0.0,0,22
La Poma,Welcome,"La Rambla 117, 08002, Barcelona",0.0,0,19
Pampero,ARGENTINO,"Plaza Doctor Letamendi, 25, 08007, Barcelona",0.0,0,28
Tlaxcal,MEXICANO,"Carrer del Comerç, 27, 08003, Barcelona",0.0,0,25
El Señorío,PERUANO,"C/ Còrsega, 607, 08025, Barcelona",0.0,0,21
Libertine,MEDITERRÁNEO,"Gran Via de les Corts Catalanes, 700, 08010, Barcelona",0.0,0,25
The Coffee House Barcelona,MEDITERRÁNEO,"Carrer de València, 143, 08011, Barcelona",0.0,0,12
Restaurante NH Sants Barcelona,MEDITERRÁNEO,"Carrer de Numància, 74, 08029, Barcelona",0.0,0,25
Bistro 1925 - Gran Hotel La Florida,MEDITERRÁNEO,"Ctra. de Vallvidrera al Tibidabo, 83-93, 08035, Barcelona",0.0,0,50
Buenissimo,ITALIANO,"Calle de Aragón, 60, Barcelona, Spain, 08015, Barcelona",8.3,155,17
Sabor Jiang 匠味,CHINO,"Carrer consell de cent 448, 08013, Barcelona",0.0,0,15
Bērytī,LIBANÉS,"Travessera de Gràcia, 228, 08024, Barcelona",0.0,0,20
Lonja de Tapas - Jaume I,MEDITERRÁNEO,"Carrer de Jaume I, 8-10, 08002, Barcelona",0.0,0,15
Picca-Dilly Alta Taverna,INTERNACIONAL,"Carrer de la Marina, 237, 08013, Barcelona",0.0,0,19
Selene Restaurant - Bar,CATALÁN,"Passatge dels Escudellers, 7, Barrio Gótico, Barcelona, Spain, 08002, Barcelona",0.0,0,25
Cactus,INTERNACIONAL,"Carrer de Blasco de Garay, 10, 08004, Barcelona",0.0,0,10
Jardin Mimosa - Mandarin Oriental Barcelona,MEDITERRÁNEO,"Passeig de Gràcia, 38, 08007, Barcelona",0.0,0,40
Vascobelo V-bar Urgell-Londres,INTERNACIONAL,"Carrer del Comte d'Urgell, 239, 08036, Barcelona",0.0,0,20
Bodega Vasconia,VASCO,"Carrer d'en Gignàs, 13, 08002, Barcelona",0.0,0,19
Doroteo BCN,MEXICANO,"Carrer de Marià Aguiló, 31, 08005, Barcelona",0.0,0,25
Confortel Bel Art - Hotel Conforte Bel Art,MEDITERRÁNEO,"C/ Lepant, 406, 08025, Barcelona",0.0,0,18
The Bistrot - Santa Eulalia,MEDITERRÁNEO,"Passeig de Gràcia, 93, 08008, Barcelona",0.0,0,30
The Top - Gallery Hotel,MEDITERRÁNEO,"C/ Roselló, 249-251, 08008, Barcelona",0.0,0,9
Restaurant De Blanc - Hotel H10 Itaca,MEDITERRÁNEO,"Av. de Roma, 22, 08015, Barcelona",0.0,0,30
El Sultán,MARROQUÍ,"Carrer de Villarroel, 82, 08011, Barcelona",0.0,0,20
A Pluma - Rec Comtal,MEDITERRÁNEO,"Carrer del Rec Comtal, 7, 08003, Barcelona",0.0,0,25
La Taverna - Casino Barcelona,MEDITERRÁNEO,"Carrer de la Marina, 19, 08005, Barcelona",0.0,0,20
Terraza Alaire Ramblas,ESPAÑOL,"Carrer de Sant Pau, 9, 08001, Barcelona",0.0,0,25
Sky Bar - Grand Hotel Central,MEDITERRÁNEO,"Via Laietana, 30, 08003, Barcelona",0.0,0,25
50&5 by Eboca Restaurant,MEDITERRÁNEO,"Carrer de Muntaner, 505, 08022, Barcelona",0.0,0,15
Chickster,MEDITERRÁNEO,"Passeig de Sant Joan, 66, 08009, Barcelona",0.0,0,20
NH Collection Pódium - Bistro,MEDITERRÁNEO,"Carrer de Bailèn, 4-6, 08010, Barcelona",0.0,0,25
Hideout Burger,AMERICANO,"Carrer del Consell de Cent, 242, 08011, Barcelona",0.0,0,15
Braseros & Asoc,MEDITERRÁNEO,"Carrer del Parlament, 34, 08015, Barcelona",0.0,0,30
Caleuche,€,"C/ Sant Pau, 116, 08001, Barcelona",0.0,0,20
Las Sorrentinas,FUSIÓN,"Plaça de Sant Pere, 5, 08003, Barcelona",0.0,0,25
Mercer,MEDITERRÁNEO,"Carrer dels Lledó, 7, 08002, Barcelona",0.0,0,65
Maruko,JAPONÉS,"Carrer de Gavà, 89, 08014, Barcelona",0.0,0,18
Piscolabis - Diagonal,MEDITERRÁNEO,"Avinguda Diagonal, 593, 08014, Barcelona",0.0,0,20
Cabaret - The Barcelona EDITION,INTERNACIONAL,"Av. de Francesc Cambó, 14, 08003, Barcelona",0.0,0,60
SOFIA Be So,MEDITERRÁNEO,"Plaça de Pius XII, 4, 08028, Barcelona",0.0,0,100
ORIO BCN Gòtic,VASCO,"Carrer de Ferran, 38, 08002, Barcelona",0.0,0,30
Magnate,MEDITERRÁNEO,"Carrer de Casanova 193, 08036, Barcelona",0.0,0,30
El maracucho Bcn,VENEZOLANO,"Carrer dels Enamorats, 112, 08026, Barcelona",0.0,0,15
Lucuma & Camote - Peru Boutique,PERUANO,"Carrer d'Aribau, 158, 08036, Barcelona",0.0,0,25
La Polpa,MEDITERRÁNEO,"Carrer d'Enric Granados, 69, 08008, Barcelona",0.0,0,20
El Nilo,EGIPCIO,"Carrer del Dos de Maig, 241, 08013, Barcelona",0.0,0,18
La Tagliatella Mallorca,€,"Carrer de Mallorca, 266, 08008 Barcelona, Spain, 08008, Barcelona",0.0,0,18
Studio Miramar - Hotel Miramar,MEDITERRÁNEO,"Plaça de Carlos Ibáñez, 3, 08038, Barcelona",9.7,2166,46
SiamoQuà,€,"C/ Rambla Poblenou, 123, 08018, Barcelona",9.3,899,15
Spicy Soul Hot Pot - Barcelona,CHINO,"Carrer de Girona, 51, 08009, Barcelona",9.5,90,20
Seoul Restaurant Corea,COREANO,"Avinguda de Gaudí, 70, 08025, Barcelona",9.3,1014,25
Brasería El Glop,MEDITERRÁNEO,"Carrer de Casp, 21, 08010, Barcelona",9.7,157,25
Gamba de la Costa,MEDITERRÁNEO,"Carrer de Roger de Flor, 252, 08025, Barcelona",9.1,500,35
Lúcuma,VEGETARIANO,"Carrer de Josepa Massanes, 34, 08026, Barcelona",8.0,269,16
Al Punt,MEDITERRÁNEO,"Carrer de Girona, 51, 08009, Barcelona",0.0,0,17
Meating,MEDITERRÁNEO,"Carrer d'Amigó, 68, 08021, Barcelona",9.6,229,25
Ginger,MEDITERRÁNEO,"Carrer de la Palma de Sant Just, 1, 08002, Barcelona",9.2,590,25
Arrosseria Gaudí,MEDITERRÁNEO,"Av. de Gaudí, 44-46, 08025, Barcelona",8.6,595,20
Zoé Experience BCN,AMERICANO,"Carrer de Vilamarí, 78, 08015, Barcelona",9.3,920,15
Doi Chang Thai,TAILANDÉS,"Carrer de Jaume Roig, 8, 08028, Barcelona",0.0,0,20
El Chullo,PERUANO,"Gran Via de Carles III, 14, 08028, Barcelona",9.0,447,25
Lola,MEDITERRÁNEO,"Rambla del Raval 3, 08001, Barcelona",0.0,0,25
Sushi Kokoro,JAPONÉS,"Carrer d'Europa, 18, 08028, Barcelona",8.6,735,16
Sal Café,ARROCERÍA,"Passeig Marítim de la Barceloneta, s/n, 08003, Barcelona",9.1,368,26
Chashu Ramen,JAPONÉS,"Carrer de la Diputació, 294, 08009, Barcelona",7.3,71,15
El Glop de la Rambla,MEDITERRÁNEO,"Rambla de Catalunya, 65, 08007, Barcelona",0.0,0,30
Los Bellota Sagrada Familia,EXTREMEÑO,"C/ Marina, 298, 08025, Barcelona",0.0,0,26
Can Nico,CATALÁN,"Carrer de Nàpols, 217 (esquina Diagonal, 301), 08013, Barcelona",8.3,405,25
OH RAMEN,JAPONÉS,"Carrer de Robrenyo, 67, 08014, Barcelona",9.8,300,15
Auto Rosellón,MEDITERRÁNEO,"Carrer del Rosselló, 182, 08008, Barcelona",8.5,384,25
A CASA MIA da Gigi e Danilo,ITALIANO,"Carrer de Salvà, 41, 08004, Barcelona",9.7,22,20
Living del Born,ARGENTINO,"Carrer d'En Cortines, 13, 08003, Barcelona",8.9,71,15
Donde Siempre,VENEZOLANO,"Avinguda Diagonal, 229, 08013, Barcelona",7.5,27,14
Can Mario,ASIÁTICO,"Carrer de Casanova, 134, 08036, Barcelona",0.0,0,20
Restaurant Montiel,MEDITERRÁNEO,"C/ Flassaders 19, 08003, Barcelona",0.0,0,13
Neri - Hotel Neri,ESPAÑOL,"Sant Sever 5 08002, 08002, Barcelona",0.0,0,30
Federal Café,AMERICANO,"C/ Parlament 39 8015, 08015, Barcelona",0.0,0,21
Freixa Tradició,ESPAÑOL,"Carrer de Sant Elies, 22, 08006, Barcelona",0.0,0,25
Monvínic,ESPAÑOL,"Diputacio, 249, 08007 Barcelona, España 8007, 08007, Barcelona",0.0,0,30
WAGOKORO,JAPONÉS,"Regas 35 8006, 08006, Barcelona",0.0,0,17
Master Grill,AMERICANO,"Carrer de Mallorca, 10, 08014, Barcelona",9.3,931,30
Tierra de Trufa,FRANCÉS,"Carrer de Casanova, 193, 08036, Barcelona",0.0,0,35
Haveli,INDIO,"Carrer de Cabanes, 32, 08004, Barcelona",0.0,0,30
A LA BRASSA,ASADOR,"Passeig de Garcia Fària, 31, 08005, Barcelona",0.0,0,"[15, 25, 20, 15, 14, 20, 13, 30, 21, 25, 30, 17, 30, 35, 30]"
Lucuma & Camote - Icària,PERUANO,"Av. d'Icària, 132, local 2, 08005, Barcelona",9.4,874,30
Kynoto Sushi Bar,JAPONÉS,"C/ Correu Vell, 8, 08002, Barcelona",9.4,886,25
Angle by Jordi Cruz,MEDITERRÁNEO,"Carrer d'Aragó, 214, 08011, Barcelona",0.0,0,30
Litoral,MEDITERRÁNEO,"Carrer dels Pescadors, 87, 08003, Barcelona",9.5,63,25
Napoli Prima e Dopo,€,"Villaroel, 255, 08036, Barcelona",6.2,8,18
Pizzería Da Pietro Corner,ITALIANO,"Carrer de Craywinckel, 31, 08022, Barcelona",9.0,29,25
Damasco Arabian Restaurant,ÁRABE,"Carrer de Sant Pere Més Alt, 18, 08003, Barcelona",9.1,197,15
La Granota & CO,ESPAÑOL,"CALLE PADILLA 250 LOCAL LA GRANOTA, 08013, Barcelona",0.0,0,25
Thai Thai,TAILANDÉS,"Carrer de Villarroel, 68, 08011, Barcelona",0.0,0,20
Gallo de Oro,MEXICANO,"Carrer de Nàpols, 266, 08025, Barcelona",0.0,0,25
La Candela,MEDITERRÁNEO,"Plaça de Sant Pere, 12, 08003, Barcelona",0.0,0,25
Somorrostro,MEDITERRÁNEO,"Carrer de Sant Carles, 11, 08003, Barcelona",9.3,438,25
Los Cachitos,GALLEGO,"Ronda de Sant Pau, 4, 08001, Barcelona",0.0,0,24
Ura Restaurant & Lounge,MEDITERRÁNEO,"Avenida Diagonal, 477, 08036, Barcelona",0.0,0,31
Refugi Del Port,MEDITERRÁNEO,"C/ Judici, 4, 08003, Barcelona",0.0,0,25
De Tapadillo,FUSIÓN,"C/ Fonollar, 8, 08003, Barcelona",9.1,1665,29
Rincón Criollo,ARGENTINO,"Passeig de Sant Joan, 72, 08009, Barcelona",0.0,0,22
Tribeca,ARROCERÍA,"Carrer del Consell de Cent, 303, 08007, Barcelona",0.0,0,11
Mount Everest,INDIO,"C/ Viladomat ,80, 08015, Barcelona",0.0,0,33
La Bodega,ESPAÑOL,"Plaza Molina, 2, 08006, Barcelona",0.0,0,23
El Nou de Sarrià,CREATIVO,"C/ Major de Sarrià, 109, 08017, Barcelona",0.0,0,31
Bistrot BCN,FRANCÉS,"C/ Casanovas, 15, 08011, Barcelona",0.0,0,13
Sonora Sport Tavern,MEDITERRÁNEO,"C/ Pamplona, 96, 08018, Barcelona",0.0,0,35
Ria de Vigo,ARROCERÍA,"C/ Sevilla 84, 08003, Barcelona",0.0,0,26
La Rosa del Desierto,ÁRABE,"Plaça Narcís Oller, 7, 08006, Barcelona",0.0,0,"[25, 18, 25, 15, 25, 20, 25, 25, 25, 24, 31, 25, 29, 22, 11, 33, 23, 31, 13, 35, 26]"
Creperie Bretonne Anaick,FRANCÉS,"Carrer de Ramon Trias Fargas, 2, 08005, Barcelona",0.0,0,14
Velodromo Bar,ESPAÑOL,"Calle Muntaner, 213 8036, 08036, Barcelona",0.0,0,25
Bar Del Pla,ESPAÑOL,"C/Montcada, 2 8003, 08003, Barcelona",0.0,0,30
Chicha bcn Restaurante,FUSIÓN,"Carrer de Sepúlveda, 151, 08011, Barcelona",9.2,800,20
Bo de Gracia,MEDITERRÁNEO,"Carrer de la Diputació, 269, 08007, Barcelona",8.3,156,20
Thali,INDIO,"Carrer de Calàbria, 164, 08015, Barcelona",9.2,1647,34
Xorús,MEDITERRÁNEO,"Rambla del Poblenou, 105, 08005, Barcelona",9.3,158,20
Agut,CATALÁN,"C/ Gignàs, 16, 08002, Barcelona",9.2,720,11
Ébano,INDIO,"Av. del Paraŀlel, 124, 08015, Barcelona",0.0,0,20
Estrella del Norte,MARROQUÍ,"Carrer de la Cera, 44, 08001, Barcelona",0.0,0,25
El Filete Ruso,ESPAÑOL,"Carrer d' Enric Granados, 95 8008, 08008, Barcelona",0.0,0,25
Cal Pep,ESPAÑOL,"Plaça de les Olles, 8, 08003, Barcelona",0.0,0,16
Ophelia,MEDITERRÁNEO,"Carrer de València, 350, 08009, Barcelona",9.0,87,35
Orea,INTERNACIONAL,"Carrer de València, 193, 08011, Barcelona",9.3,15,30
Tomoe BCN,JAPONÉS,"Carrer de Sant Delfí, 11, 08022, Barcelona",9.1,236,15
Match from Scratch,MEDITERRÁNEO,"Carrer d'Aribau, 146, 08036, Barcelona",9.7,14,23
Oleum Restaurant,MEDITERRÁNEO,"Carrer del Mirador del Palau Nacional, 08038, Barcelona",9.2,57,12
L'Osteria Sutta e Supra,ITALIANO,"Carrer de Casanova 195, 08036, Barcelona",9.1,377,50
Cafetería Industrial,AUTOR,"Carrer de Pallars, 154, 08005, Barcelona",0.0,0,24
Komeridiana,PERUANO,"Avinguda Meridiana, 346, 08027, Barcelona",0.0,0,24
Absenta 1893,MEDITERRÁNEO,"Carrer de l'Hospital, 75, 08001, Barcelona",0.0,0,15
Sánchez Romera,MEDITERRÁNEO,"Carrer de Muntaner, 182, 08036, Barcelona",0.0,0,"[30, 20, 20, 34, 20, 11, 20, 25, 25, 16, 35, 30, 15, 23, 12, 50, 24, 24, 15]"
Gaudí,MEDITERRÁNEO,"Carrer Gran de la Sagrera, 106, 08027, Barcelona",0.0,0,10
Katafuchi,AUTOR,"Passatge de Batlló, 16, 08036, Barcelona",0.0,0,11
Enric i Pau,ESPAÑOL,"C/ Minería, 4-6, 08038, Barcelona",0.0,0,20
Kobu - Comte Urgell,JAPONÉS,"Carrer del Comte d'Urgell, 272, 08036, Barcelona",0.0,0,25
Barítimo,MEDITERRÁNEO,"Moll de Espanya, 5, 08039, Barcelona",8.7,420,26
Mamarosa Beach,Welcome,"Paseo Mare Nostrum, 19-21, 08039, Barcelona",8.7,1478,28
La Palmera del Desierto,MARROQUÍ,"calle hospital 82 local bajos, 08001, Barcelona",0.0,0,8
El Rincón Peruano,PERUANO,"Carrer d'Entença, 146, 08029, Barcelona",0.0,0,9
El Tarantín,LATINO,"Carrer d'Aribau, 186, 08036, Barcelona",0.0,0,28
Nonna Sara,ITALIANO,"Carrer de Còrsega, 225, 08036, Barcelona",0.0,0,20
Sabores de Portugal,PORTUGUÉS,"Carrer del Carme, 95, 08001, Barcelona",8.9,443,20
Mavi's,AMERICANO,"Carrer d'Aribau, 18, 08011, Barcelona",0.0,0,15
Pata Salada II,PERUANO,"Carrer del Marquès de Sentmenat, 75, 08029, Barcelona",0.0,0,15
LaBRASA,BRASILEÑO,"Travessera de Gràcia, 81, 08006, Barcelona",0.0,0,15
Tivoli 1940,MEDITERRÁNEO,"Carrer de Muntaner, 361, 08021, Barcelona",0.0,0,20
El Pulgarcito de América,LATINO,"Carrer de la Indústria, 172, 08025, Barcelona",0.0,0,20
Lúa Nova,GALLEGO,"C/ Garcilaso, 33, 08027, Barcelona",0.0,0,22
IGUAZU II,ARGENTINO,"Carrer del Consell de Cent 313, 08007, Barcelona",0.0,0,15
Saraba,AFRICANO,"Carrer de Villarroel, 30, 08011, Barcelona",0.0,0,15
Bocarius,€,"Carrer del Comte d'Urgell, 224, 08036, Barcelona",8.8,299,18
Abou Khalil,LIBANÉS,"Carrer de Santaló, 88, 08021, Barcelona",8.8,100,20
Elephant Restaurant Lounge,MEDITERRÁNEO,"Carrer de Pau Claris, 92, Barcelona, Spain, 08010, Barcelona",0.0,0,35
Qing Watai,COREANO,"Ronda de Sant Pere, 25, 08010, Barcelona",0.0,0,15
Platinium,INTERNACIONAL,"Avinguda Meridiana, 517, 08016, Barcelona",0.0,0,15
Sushiyaki II - Buffet,JAPONÉS,"Carrer de Villarroel, 88, 08011, Barcelona",0.0,0,13
Tango Braseria,ARGENTINO,"Carrer de la Nació, 49, 08026, Barcelona",0.0,0,20
Manga Rosa,BRASILEÑO,"Carrer del Consell de Cent, 220, 08011, Barcelona",0.0,0,15
Canton food,ASIÁTICO,"Carrer d'Alí Bei, 39, 08010, Barcelona",0.0,0,15
La Factoria Celta,ESPAÑOL,"Carrer del Clot, 191, 08027, Barcelona",0.0,0,30
Cheese and Cake,AMERICANO,"Carrer de Lepant, 257, 08013, Barcelona",0.0,0,15
Crama Drácula,ESTE,"C/ Provença, 18, 08029, Barcelona",0.0,0,20
O’Canto,GALLEGO,"Carrer de la Diputació, 23, 08015, Barcelona",0.0,0,25
El pescadito de Balmes,ARROCERÍA,"Carrer de Balmes, 440, 08022, Barcelona",0.0,0,35
Nuestra brasa Garibaldi,€,"Carrer de Viladomat, 267, 08029, Barcelona",0.0,0,18
La Fonda Paisa - Diagonal,COLOMBIANO,"Av. Diagonal, 332, 08013, Barcelona",0.0,0,15
